book_no,charge_no,statute,description,level,degree
ASO18JBN006149,#9,812.019.1,STOLEN PROP-DEAL IN: ,F,2nd
ASO18JBN006149,#10,812.019.1,STOLEN PROP-DEAL IN: ,F,2nd
ASO18JBN006149,#11,812.019.1,STOLEN PROP-DEAL IN: ,F,2nd
ASO18JBN006149,#12,812.019.1,STOLEN PROP-DEAL IN: ,F,2nd
ASO18JBN006149,#13,812.019.1,STOLEN PROP-DEAL IN: ,F,2nd
ASO18JBN006149,#14,812.019.1,STOLEN PROP-DEAL IN: ,F,2nd
ASO19JBN000890,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO18JBN005399,#1,538.23.3a,FRAUD-IMPERSON: FALSE ID REGULATED METALS PROP UND 300 DOLS,F,3rd
ASO18JBN005399,#2,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO18JBN007750,#1,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO18JBN007750,#2,843.21.2,OBSTRUCT POLICE: REFUSE CRIME VICTIM MED CARE RESULT DEATH,F,2nd
ASO19JBN001620,#1,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO19JBN001443,#1,787.02.1a,KIDNAP-FALSE IMPRISONMENT: ADULT,F,3rd
ASO19JBN001443,#2,794.011.5b,SEX ASSLT: BY 18Y OLDR VIC 18Y OLDR NO PHY FORC VIOL,F,1st
ASO18JBN006277,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN001604,#1,903.0471.,CONDIT RELEASE VIOLATION: VIOLATION OF CONDITION OF PRETRIAL RELEASE,N,N
ASO19JBN000749,#1,903.0471.,CONDIT RELEASE VIOLATION: VIOLATION OF CONDITION OF PRETRIAL RELEASE,N,N
ASO19JBN000455,#1,901.31,FAILURE TO APPEAR: WRITTEN PROMISE TO APPEAR,N,N
ASO19JBN000455,#2,812.014.3a,LARC: PETIT THEFT 2ND DEGREE 1ST OFFENSE,M,2nd
ASO19JBN000455,#3,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO19JBN000455,#4,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO19JBN000455,#5,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO19JBN000918,#1,843.02,RESIST OFFICER: OBSTRUCT WO VIOLENCE,M,1st
ASO19JBN000918,#2,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO18JBN003986,#1,812.13.2a,ROBBERY: WITH FIREARM,F,1st
ASO19JBN001548,#1,812.014.2c5,LARC: GRAND THEFT OF FIREARM,F,3rd
ASO19JBN001474,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN000915,#1,914.22.1,OBSTRUCTING JUSTICE: TAMPERING IN 3RD DEGREE FELONY PROCEEDING,F,2nd
ASO19JBN001201,#1,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN001201,#2,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO19JBN001523,#1,800.04.5b,LEWD LASCV BEHAVIOR: MOLEST VIC LESS 12YOA OFFENDER 18 YOA OR OLDER,F,L
ASO19JBN001068,#1,901.31,FAILURE TO APPEAR: WRITTEN PROMISE TO APPEAR,N,N
ASO18JBN004864,#1,794.011.2a,SEX ASSLT: BY 18 YOA OLDER SEX BATTERY VICT UNDER 12 YOA,F,C
ASO19JBN000350,#1,784.03.1a1,BATTERY: TOUCH OR STRIKE,M,1st
ASO19JBN000350,#2,877.03,DISTURBING PEACE: BREACH OF THE PEACE,M,2nd
ASO18JBN002872,#1,794.011.5b,SEX ASSLT: BY 18Y OLDR VIC 18Y OLDR NO PHY FORC VIOL,F,1st
ASO19JBN000726,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN000426,#1,901.04.,OUT-OF-COUNTY WARRANT: ,N,N
ASO16JBN008564,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO16JBN008564,#2,812.13.2a,ROBBERY: WITH FIREARM,F,1st
ASO16JBN008564,#3,790.23.1b,POSSESSION OF WEAPON: OR AMMO BY FLA DELINQUENT ADULT FELONY,F,2nd
ASO19JBN001342,#1,784.03.1a1,BATTERY: TOUCH OR STRIKE,M,1st
ASO18JBN007226,#1,812.135.2a,ROBBERY-RESID: HOME INVASION W/FIREARM OTHER DEADLY WEAPON,F,1st
ASO18JBN007226,#2,812.135.2c,ROBBERY-RESID: HOME INVASION W/O FIREARM OR WEAPON,F,1st
ASO18JBN007226,#3,787.02.1a,KIDNAP-FALSE IMPRISONMENT: ADULT,F,3rd
ASO18JBN007226,#4,812.135.2a,ROBBERY-RESID: HOME INVASION W/FIREARM OTHER DEADLY WEAPON,F,1st
ASO18JBN007404,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO18JBN006147,#1,812.014.3c,LARC: PETIT THEFT 2ND DEGREE 3RD SUBSQ OFFENSE,F,3rd
ASO19JBN000613,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO17JBN005472,#1,901.31,FAILURE TO APPEAR: WRITTEN PROMISE TO APPEAR,N,N
ASO19JBN000972,#1,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN000972,#2,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN000972,#3,893.13.6b,MARIJUANA-POSSESS: NOT MORE THAN 20 GRAMS,M,1st
ASO19JBN000972,#4,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO19JBN000972,#5,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO19JBN000972,#6,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO19JBN000972,#7,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO19JBN000972,#8,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO19JBN000972,#9,322.34.2a,MOVING TRAFFIC VIOL: DRIVE WHILE LIC SUSP 1ST OFF,M,2nd
ASO18JBN008028,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN001032,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN001687,#1,316.193.1,DUI-UNLAW BLD ALCH: DUI ALCOHOL OR DRUGS,M,2nd
ASO18JBN000725,#1,777.04.4b3,PUBLIC ORDER CRIMES: CRIMINAL ATTEMPT SOLICIT CONSPIRE CAPITAL FEL,F,1st
ASO19JBN001030,#1,322.34.2c,MOVING TRAFFIC VIOL: DRIVE WHILE LIC SUSP 3RD OR SUBSQ OFF,F,3rd
ASO18JBN007879,#1,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO18JBN007879,#2,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN001691,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN001540,#1,784.03.1a1,BATTERY: TOUCH OR STRIKE,M,1st
ASO19JBN001540,#2,784.03.1a1,BATTERY: TOUCH OR STRIKE,M,1st
ASO18JBN007929,#1,790.23.1b,POSSESSION OF WEAPON: OR AMMO BY FLA DELINQUENT ADULT FELONY,F,2nd
ASO18JBN007929,#2,893.13.1a2,MARIJUANA-POSSESS: WITH INTENT TO SELL MFG OR DELIVER SCHEDULE I,F,3rd
ASO18JBN007929,#3,893.147.2,DRUG EQUIP-POSSESS: MANUFACTURE DELIVER,F,3rd
ASO19JBN001369,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO18JBN006423,#1,812.135.2b,ROBBERY-RESID: HOME INVASION WITH WEAPON,F,1st
ASO18JBN006423,#2,812.13.2a,ROBBERY: WITH FIREARM,F,1st
ASO18JBN006423,#3,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO18JBN006423,#4,787.02.1a,KIDNAP-FALSE IMPRISONMENT: ADULT,F,3rd
ASO18JBN005449,#1,777.7777.,NON-CHARGEABLE OFFENSE: INFORMATION PURPOSES ONLY,F,3rd
ASO18JBN004391,#1,316.1935.2,RESIST OFFICER: FLEE ELUDE LEO WITH LIGHTS SIREN ACTIVE,F,3rd
ASO19JBN001317,#1,777.7777.,NON-CHARGEABLE OFFENSE: INFORMATION PURPOSES ONLY,F,3rd
ASO18JBN007262,#1,812.014.3c,LARC: PETIT THEFT 2ND DEGREE 3RD SUBSQ OFFENSE,F,3rd
ASO18JBN007262,#2,810.09.2b,TRESPASSING: FAIL TO LEAVE PROPERTY UPON ORDER BY OWNER,M,1st
ASO18JBN007262,#3,843.02,RESIST OFFICER: OBSTRUCT WO VIOLENCE,M,1st
ASO19JBN001476,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO18JBN007504,#1,790.01.2,CARRYING CONCEALED WEAPON: UNLICENSED FIREARM,F,3rd
ASO18JBN007504,#2,893.13.6a,COCAINE-POSSESS: POSSESS COCAINE,F,3rd
ASO18JBN007504,#3,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO19JBN000143,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN000196,#1,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN000196,#2,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO18JBN005844,#1,810.02.3b,BURGL: OF UNOCCUPIED DWELLING; UNARMED; NO ASSLT/BATT,F,2nd
ASO18JBN005844,#2,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO18JBN005844,#3,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO18JBN005844,#4,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO18JBN005844,#5,812.014.2d,LARC: GRAND THEFT OF DWELLING 100 LESS 300 DOLS,F,3rd
ASO18JBN007681,#1,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO18JBN005713,#1,316.1935.1,FLEE/ELUDE POLICE: FAIL TO OBEY LEO ORDER TO STOP,F,3rd
ASO18JBN005713,#2,322.34.2,MOVING TRAFFIC VIOL: KNOWINGLY DRIVE WHILE LIC SUSPENDED REVOKED,M,2nd
ASO19JBN000311,#1,794.011.2a,SEX ASSLT: BY 18 YOA OLDER SEX BATTERY VICT UNDER 12 YOA,F,C
ASO19JBN000311,#2,794.011.2a,SEX ASSLT: BY 18 YOA OLDER SEX BATTERY VICT UNDER 12 YOA,F,C
ASO19JBN000311,#3,794.011.2a,SEX ASSLT: BY 18 YOA OLDER SEX BATTERY VICT UNDER 12 YOA,F,C
ASO19JBN000376,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO18JBN000679,#1,812.13.2a,ROBBERY: WITH FIREARM,F,1st
ASO18JBN000679,#2,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO18JBN005006,#1,893.135.1k1,DRUGS-TRAFFIC: PHENETHYLAMINES 10 GRAMS OR MORE,F,1st
ASO18JBN005006,#2,893.135.1c4a,DRUGS-TRAFFIC: TRAFFICKING IN FENTANL 4 GRAMS OR MORE,F,1st
ASO18JBN005006,#3,893.1351.2,DRUGS-TRAFFIC: POSSESS STRUCTURE VEH KNOW TRAFFIC DRUGS,F,2nd
ASO18JBN005006,#4,893.13.6a,COCAINE-POSSESS: POSSESS COCAINE,F,3rd
ASO18JBN005006,#5,893.13.6b,MARIJUANA-POSSESS: NOT MORE THAN 20 GRAMS,M,1st
ASO19JBN000657,#1,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO19JBN000036,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO19JBN000036,#2,918.13,EVIDENCE-DESTROYING: TAMPER WITH OR FABRICATE PHYSICAL,F,3rd
ASO19JBN001246,#1,893.13.1a1,COCAINE-SELL: SCHEDULE II,F,2nd
ASO19JBN001246,#2,893.13.1a2,MARIJUANA-SELL: SCHEDULE I,F,3rd
ASO19JBN001246,#3,893.13.6a,COCAINE-POSSESS: POSSESS COCAINE,F,3rd
ASO19JBN001246,#4,893.13.6b,MARIJUANA-POSSESS: NOT MORE THAN 20 GRAMS,M,1st
ASO19JBN000537,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO18JBN007699,#1,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO18JBN007699,#2,784.045.1a2,AGGRAV BATTERY: PERSON USES A DEADLY WEAPON,F,2nd
ASO18JBN007699,#3,787.02.1a,KIDNAP-FALSE IMPRISONMENT: ADULT,F,3rd
ASO18JBN007699,#4,787.02.1a,KIDNAP-FALSE IMPRISONMENT: ADULT,F,3rd
ASO18JBN007699,#5,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO18JBN007699,#6,784.045.1a2,AGGRAV BATTERY: PERSON USES A DEADLY WEAPON,F,2nd
ASO19JBN001632,#1,941.13,OUT-OF-STATE-FUG: FUGITIVE WARRANT OF EXTRADITION,N,N
ASO19JBN001211,#1,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO18JBN004405,#1,944.4,ESCAPE: ESCAPE,F,2nd
ASO19JBN001111,#1,794.011.8b,SEX ASSLT: BY CUSTODIAN SEX BATT VICT 12 YOA UNDER 18 YOA,F,1st
ASO17JBN007121,#1,790.19,WEAPON OFFENSE: MISSILE INTO DWELLING VEH BUILDING OR AIRCRAFT,F,2nd
ASO19JBN000673,#1,800.04.5b,LEWD LASCV BEHAVIOR: MOLEST VIC LESS 12YOA OFFENDER 18 YOA OR OLDER,F,L
ASO19JBN000673,#2,794.011.4a,SEX ASSLT: SEX BAT 12 YR LESS 18 YR BY PERSON 18 YR OR OLD,F,1st
ASO19JBN001679,#1,794.011.4b,SEX ASSLT: SEX BAT 18 YR OR OLDER BY PRSN 18 YR OR OLD,F,1st
ASO18JBN007139,#1,831.02,PASS FORGED: ALTERED INSTRUMENT,F,3rd
ASO17JBN004172,#1,782.04.2,HOMICIDE: MURDER DANGEROUS DEPRAVED WO PREMEDITATION,F,1st
ASO17JBN004172,#2,790.15.2,FIRING WEAPON: DISCHARGE FIREARM FROM VEHICLE,F,2nd
ASO17JBN004172,#3,790.23.1b,POSSESSION OF WEAPON: OR AMMO BY FLA DELINQUENT ADULT FELONY,F,2nd
ASO17JBN003679,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO17JBN003679,#2,790.23.1b,POSSESSION OF WEAPON: OR AMMO BY FLA DELINQUENT ADULT FELONY,F,2nd
ASO17JBN003679,#3,790.15.3,FIRING WEAPON: DIRECT DISCHARGE OF FIREARM FROM VEHICLE,F,3rd
ASO17JBN003679,#4,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO17JBN003679,#5,790.23.1b,POSSESSION OF WEAPON: OR AMMO BY FLA DELINQUENT ADULT FELONY,F,2nd
ASO18JBN007128,#1,810.02.4b,BURGL: UNOCCUPIED CONVEYANCE UNARMED,F,3rd
ASO18JBN007128,#2,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO18JBN007128,#3,812.019.2,STOLEN PROP-DEAL IN: ORGANIZED DEALING TRAFFIC STOLEN PROP,F,1st
ASO19JBN001407,#1,812.014.2c6,VEH THEFT: GRAND THEFT OF MOTOR VEHICLE,F,3rd
ASO19JBN001574,#1,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO19JBN001574,#2,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO19JBN001437,#1,812.014.3a,LARC: PETIT THEFT 2ND DEGREE 1ST OFFENSE,M,2nd
ASO19JBN001487,#1,903.0471.,CONDIT RELEASE VIOLATION: VIOLATION OF CONDITION OF PRETRIAL RELEASE,N,N
ASO19JBN000935,#1,322.34.2a,MOVING TRAFFIC VIOL: DRIVE WHILE LIC SUSP 1ST OFF,M,2nd
ASO19JBN000935,#2,316.061.1,HIT AND RUN: LEAVE SCENE OF CRASH INVOLVE DAMAGE TO PROP,M,2nd
ASO18JBN007321,#1,784.041.2a,BATTERY: COMMIT DOMESTIC BATTERY BY STRANGULATION,F,3rd
ASO19JBN001224,#1,784.03.1a1,BATTERY: TOUCH OR STRIKE,M,1st
ASO19JBN001224,#2,810.02.3b,BURGL: OF UNOCCUPIED DWELLING; UNARMED; NO ASSLT/BATT,F,2nd
ASO19JBN001224,#3,843.02,RESIST OFFICER: OBSTRUCT WO VIOLENCE,M,1st
ASO17JBN002842,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO17JBN002842,#2,782.051.1,HOMICIDE: SPECIF FELONY COMMIT ACT COULD CAUSE DEATH,F,1st
ASO17JBN002842,#3,782.051.1,HOMICIDE: SPECIF FELONY COMMIT ACT COULD CAUSE DEATH,F,1st
ASO17JBN002842,#4,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO17JBN002842,#5,810.02.2b,BURGL: DWELLING STRUCTURE OR CONVEYANCE ARMED,F,1st
ASO17JBN002842,#6,812.135.2a,ROBBERY-RESID: HOME INVASION W/FIREARM OTHER DEADLY WEAPON,F,1st
ASO19JBN001339,#1,947.21,PAROLE VIOLATION: REF UNK/FEL/MISD/JUV NON CRITERIA CHARGE,N,N
ASO17JBN002888,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO17JBN002888,#2,782.051.1,HOMICIDE: SPECIF FELONY COMMIT ACT COULD CAUSE DEATH,F,1st
ASO17JBN002888,#3,782.051.1,HOMICIDE: SPECIF FELONY COMMIT ACT COULD CAUSE DEATH,F,1st
ASO17JBN002888,#4,810.02.2b,BURGL: DWELLING STRUCTURE OR CONVEYANCE ARMED,F,1st
ASO17JBN002888,#5,812.135.2a,ROBBERY-RESID: HOME INVASION W/FIREARM OTHER DEADLY WEAPON,F,1st
ASO19JBN001293,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN001471,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO18JBN008033,#1,790.19,WEAPON OFFENSE: MISSILE INTO DWELLING VEH BUILDING OR AIRCRAFT,F,2nd
ASO18JBN008033,#2,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO18JBN008033,#3,893.13.6a,MARIJUANA-POSSESS: POSSESS MARIJUANA OVER 20 GRAMS,F,3rd
ASO18JBN008033,#4,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO18JBN008033,#5,893.13.7c,DANGEROUS DRUGS: KEEP SHOP OR VEHICLE ETC FOR DRUGS 1ST VIOL,M,1st
ASO18JBN008033,#6,784.062.3a,PUBLIC ORDER CRIMES: POINT LASER LIGHT AT DRIVER OR PILOT,F,3rd
ASO18JBN008033,#7,893.13.6a,DRUGS-POSSESS: CNTRL SUB WO PRESCRIPTION,F,3rd
ASO18JBN006246,#1,843.02,RESIST OFFICER: OBSTRUCT WO VIOLENCE,M,1st
ASO18JBN006246,#2,843.01,RESIST OFFICER: WITH VIOLENCE,F,3rd
ASO19JBN000029,#1,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO19JBN000029,#2,812.13.2a,ROBBERY: WITH FIREARM,F,1st
ASO19JBN000029,#3,812.13.2a,ROBBERY: WITH FIREARM,F,1st
ASO19JBN001414,#1,784.03.2,BATTERY: 2ND OR SUBSQ OFF,F,3rd
ASO19JBN000994,#1,316.1935.1,FLEE/ELUDE POLICE: FAIL TO OBEY LEO ORDER TO STOP,F,3rd
ASO19JBN001538,#1,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO19JBN001538,#2,810.02.4b,BURGL: UNOCCUPIED CONVEYANCE UNARMED,F,3rd
ASO19JBN001538,#3,810.09.2c,TRESPASSING: PROPERTY ARMED,F,3rd
ASO18JBN007354,#1,784.041.2a,BATTERY: COMMIT DOMESTIC BATTERY BY STRANGULATION,F,3rd
ASO18JBN007354,#2,784.041.2a,BATTERY: COMMIT DOMESTIC BATTERY BY STRANGULATION,F,3rd
ASO18JBN007354,#3,784.045.1b,AGGRAV BATTERY: OFFENDR KNEW/SHOULD HAVE KNOWN VICT PREGNANT,F,2nd
ASO18JBN007354,#4,784.045.1b,AGGRAV BATTERY: OFFENDR KNEW/SHOULD HAVE KNOWN VICT PREGNANT,F,2nd
ASO18JBN007354,#5,914.22.1,OBSTRUCTING JUSTICE: INTIMIDATE THREATEN ETC VICT WITNESS INFORMANT,F,3rd
ASO18JBN007354,#6,784.041.2a,BATTERY: COMMIT DOMESTIC BATTERY BY STRANGULATION,F,3rd
ASO18JBN007354,#7,914.22.1,OBSTRUCTING JUSTICE: INTIMIDATE THREATEN ETC VICT WITNESS INFORMANT,F,3rd
ASO18JBN007354,#8,784.041.2a,BATTERY: COMMIT DOMESTIC BATTERY BY STRANGULATION,F,3rd
ASO18JBN007354,#9,784.045.1b,AGGRAV BATTERY: OFFENDR KNEW/SHOULD HAVE KNOWN VICT PREGNANT,F,2nd
ASO18JBN007354,#10,784.045.1b,AGGRAV BATTERY: OFFENDR KNEW/SHOULD HAVE KNOWN VICT PREGNANT,F,2nd
ASO19JBN001000,#1,812.014.3c,LARC: PETIT THEFT 2ND DEGREE 3RD SUBSQ OFFENSE,F,3rd
ASO19JBN001000,#2,893.147.1,DRUG EQUIP-POSSESS: AND OR USE,M,1st
ASO19JBN001427,#1,784.03.2,BATTERY: 2ND OR SUBSQ OFF,F,3rd
ASO19JBN000532,#1,812.014.3c,LARC: PETIT THEFT 2ND DEGREE 3RD SUBSQ OFFENSE,F,3rd
ASO19JBN000532,#2,812.014.3c,LARC: PETIT THEFT 2ND DEGREE 3RD SUBSQ OFFENSE,F,3rd
ASO19JBN001528,#1,901.31,FAILURE TO APPEAR: WRITTEN PROMISE TO APPEAR,N,N
ASO19JBN001087,#1,810.02.4b,BURGL: UNOCCUPIED CONVEYANCE UNARMED,F,3rd
ASO19JBN001087,#2,812.014.2e,LARC: PETIT THEFT 1ST DEGREE 100 LESS 300 DOLS,M,1st
ASO19JBN001087,#3,817.61,FRAUD-ILLEG USE CREDIT CARDS: USE MORE 2 TIME 6 MS OBT GDS MNEY 100 DOL MORE,F,3rd
ASO19JBN001495,#1,777.7777.,NON-CHARGEABLE OFFENSE: INFORMATION PURPOSES ONLY,F,3rd
ASO19JBN001024,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN001693,#1,812.014.3c,LARC: PETIT THEFT 2ND DEGREE 3RD SUBSQ OFFENSE,F,3rd
ASO19JBN001619,#1,948.06,PROB VIOLATION: OR COMMTY CONT RE UNK/FEL/MISD/JUV NON CRITRIA,N,N
ASO19JBN000033,#1,782.04.1a1,HOMICIDE: MURDER FIRST DEGREE PREMEDITATED,F,C
ASO19JBN000033,#2,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO18JBN007860,#1,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO18JBN007860,#2,810.02.2b,BURGL: DWELLING STRUCTURE OR CONVEYANCE ARMED,F,1st
ASO18JBN007860,#3,787.02.1a,KIDNAP-FALSE IMPRISONMENT: ADULT,F,3rd
ASO18JBN007860,#4,787.02.2,KIDNAP-FALSE IMPRISONMENT: ADULT OR CHILD UNDER 13 YEARS OF AGE,F,3rd
ASO19JBN000791,#1,812.015.8a,LARC: RETAIL THEFT 300 MORE DOLS COORDINATE OTHERS,F,3rd
ASO19JBN001694,#1,901.31,FAILURE TO APPEAR: WRITTEN PROMISE TO APPEAR,N,N
ASO18JBN005627,#1,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO18JBN005627,#2,843.02,RESIST OFFICER: OBSTRUCT WO VIOLENCE,M,1st
ASO18JBN005627,#3,316.1935.1,FLEE/ELUDE POLICE: FAIL TO OBEY LEO ORDER TO STOP,F,3rd
ASO18JBN005627,#4,784.021.1a,AGGRAV ASSLT - WEAPON: W DEADLY WEAPON WITHOUT INTENT TO KILL,F,3rd
ASO18JBN005627,#5,784.03.1a1,BATTERY: TOUCH OR STRIKE,M,1st
ASO19JBN001555,#1,790.01.2,CARRYING CONCEALED WEAPON: UNLICENSED FIREARM,F,3rd
ASO19JBN001392,#1,741.31.4a,CONTEMPT OF COURT: VIOL INJUNCTION PROTECTION DOMESTIC VIOLENCE,M,1st
ASO18JBN007813,#1,812.014.2c1,LARC: GRAND THEFT 300 LESS THAN 5K DOLS,F,3rd
ASO19JBN001177,#1,812.13.2c,ROBBERY: NO FIREARM OR WEAPON,F,2nd
ASO19JBN001589,#1,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO17JBN006819,#1,934.215,PUBLIC ORDER CRIMES: USE 2 WAY COMM DEVICE TO FACIL FELONY,F,3rd
ASO17JBN006819,#2,893.135.1b1,COCAINE-TRAFFIC: 28 GRAMS LESS THAN 150 KG COCAINE OR MIXTURE,F,1st
ASO17JBN006819,#3,790.23.1a,POSSESSION OF WEAPON: OR AMMO BY CONVICTED FLA FELON,F,2nd
ASO17JBN006819,#4,893.135.1b1,COCAINE-TRAFFIC: 28 GRAMS LESS THAN 150 KG COCAINE OR MIXTURE,F,1st
ASO17JBN006819,#5,934.215,PUBLIC ORDER CRIMES: USE 2 WAY COMM DEVICE TO FACIL FELONY,F,3rd
ASO17JBN006819,#6,893.135.1b1,COCAINE-TRAFFIC: 28 GRAMS LESS THAN 150 KG COCAINE OR MIXTURE,F,1st
ASO17JBN006819,#7,934.215,PUBLIC ORDER CRIMES: USE 2 WAY COMM DEVICE TO FACIL FELONY,F,3rd
ASO17JBN006819,#8,895.03,PUBLIC ORDER CRIMES: RACKETEERING VIOLATION,F,1st
